200000001	정순환 셔틀	21269	21270	21271	21272	21273	21274	21275	21276	21277	21278	21279	21280	21281	21282	21269
200000002	역순환 셔틀	21275	21276	21290	21292	21293	21294	21295	21298	21299	21283	21284	21285	21574	21585	21595	21870	21887	21895	21899	21288	21289	21290	21274	21275
200000003	서울대입구역-행정관 셔틀	50001	50005	50001
200000004	서울대입구역→공대 셔틀	50004	21272	21273	21275
200000005	대학동-행정관 셔틀	50002	50006	50002
200000006	낙성대→윗공대 셔틀	50008	21899	21288	21289	21275	21276
200000007	사당역-행정관 셔틀	50003	50007	50003
200000008	설입 야간버스	50001	50005
200000009	녹두 야간버스	50002	50006
200000010	심야셔틀	21290	21276	21275	21292	21293	21294	21299	21283	21284	21285	21574	21585	21765	21330
